"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Nick Torres","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".272",".351",".623",".270","","67","0.0","0.0","","0.0","0.0","0.0","sa828872"
"Joe Odom","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".273",".346",".619",".270","","64","0.0","0.0","","0.0","0.0","0.0","sa738310"
"Marcus Littlewood","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".286",".323",".609",".270","","68","0.0","0.0","","0.0","0.0","0.0","sa548261"
"Taylor Teagarden","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".275",".340",".616",".270","","64","0.0","0.0","","0.0","0.0","0.0","5199"
"Brandon Dixon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".262",".365",".627",".270","","62","0.0","0.0","","0.0","0.0","0.0","sa737637"
"Chantz Mack","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".292",".313",".605",".270","","68","0.0","0.0","","0.0","0.0","0.0","sa738471"
"Skyler Stromsmoe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".302",".296",".598",".270","","68","0.0","0.0","","0.0","0.0","0.0","sa389666"
"Kody Eaves","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".279",".337",".616",".270","","64","0.0","0.0","","0.0","0.0","0.0","sa658290"
"Mason Robbins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".275",".349",".624",".269","","64","0.0","0.0","","0.0","0.0","0.0","sa599191"
"Stephen Wickens","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".290",".317",".608",".269","","63","0.0","0.0","","0.0","0.0","0.0","sa546622"
"Gabriel Guerrero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".271",".353",".624",".269","","62","0.0","0.0","","0.0","0.0","0.0","sa596948"
"Harold Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".275",".342",".618",".269","","64","0.0","0.0","","0.0","0.0","0.0","sa455422"
"Peter Lavin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".278",".340",".618",".269","","68","0.0","0.0","","0.0","0.0","0.0","sa598644"
"Alex Monsalve","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".276",".343",".619",".269","","63","0.0","0.0","","0.0","0.0","0.0","sa505988"
"Julio Morban","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".278",".338",".616",".269","","68","0.0","0.0","","0.0","0.0","0.0","sa503304"
"Danny Oh","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".292",".318",".610",".269","","68","0.0","0.0","","0.0","0.0","0.0","sa546797"
"Blake Drake","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".279",".338",".617",".269","","65","0.0","0.0","","0.0","0.0","0.0","sa829329"
"Tomas Nido","","1","5","5","1","0","0","0","0","0","0","1","0","0","0","",".237",".272",".349",".621",".269","","67","0.0","0.0","","-0.2","0.1","0.0","sa658115"
"Aaron Westlake","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".270",".351",".621",".269","","64","0.0","0.0","","0.0","0.0","0.0","sa549527"
"Alonzo Harris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".284",".327",".611",".269","","64","0.0","0.0","","0.0","0.0","0.0","sa455964"
"Jack Mayfield","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".274",".346",".620",".269","","67","0.0","0.0","","0.0","0.0","0.0","sa739543"
"Eric Jagielo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".275",".339",".614",".269","","62","0.0","0.0","","0.0","0.0","0.0","sa550383"
"Jacob Scavuzzo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".270",".349",".619",".269","","68","0.0","0.0","","0.0","0.0","0.0","sa658601"
"Raffy Lopez","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".287",".320",".607",".269","","62","0.0","0.0","","0.0","0.0","0.0","12606"
"Kentrail Davis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".290",".315",".605",".269","","69","0.0","0.0","","0.0","0.0","0.0","sa390671"
"Noah Perio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".283",".333",".616",".269","","67","0.0","0.0","","0.0","0.0","0.0","sa513056"
"Antonio Nunez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".300",".299",".599",".269","","67","0.0","0.0","","0.0","0.0","0.0","sa829188"
"Chris O'Brien","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".282",".326",".608",".269","","62","0.0","0.0","","0.0","0.0","0.0","sa526558"
"Trey Michalczewski","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".281",".329",".611",".269","","63","0.0","0.0","","0.0","0.0","0.0","sa737859"
"Angelys Nina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".282",".336",".617",".269","","64","0.0","0.0","","0.0","0.0","0.0","sa455672"
"C.J. McElroy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".289",".317",".606",".269","","64","0.0","0.0","","0.0","0.0","0.0","sa597861"
"Jordan Smith","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".285",".329",".613",".269","","63","0.0","0.0","","0.0","0.0","0.0","sa579297"
"Chad Hinshaw","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".284",".322",".606",".269","","69","0.0","0.0","","0.0","0.0","0.0","sa738144"
"Chris Curley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".275",".342",".617",".269","","64","0.0","0.0","","0.0","0.0","0.0","sa511667"
"Franmil Reyes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".275",".341",".616",".269","","67","0.0","0.0","","0.0","0.0","0.0","sa657490"
"Daniel Mayora","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".284",".329",".613",".269","","-100","0.0","0.0","","0.0","0.0","","sa291160"
"Nellie Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".268",".346",".614",".269","","63","0.0","0.0","","0.0","0.0","0.0","sa658264"
"Ryan Strausborger","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".279",".334",".613",".269","","60","0.0","0.0","","0.0","0.0","0.0","10937"
"Sean Godfrey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".272",".348",".620",".269","","63","0.0","0.0","","0.0","0.0","0.0","sa829487"
"Trent Woodward","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".284",".323",".606",".269","","66","0.0","0.0","","0.0","0.0","0.0","sa827146"
"Drew Stubbs","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".286",".321",".607",".269","","68","0.0","0.0","","0.0","0.0","0.0","9328"
"Gavin LaValley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".269",".349",".618",".269","","61","0.0","0.0","","0.0","0.0","0.0","sa828878"
"Dylan Davis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".274",".341",".615",".268","","68","0.0","0.0","","0.0","0.0","0.0","sa709037"
"Melvin Mercedes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".299",".302",".600",".268","","68","0.0","0.0","","0.0","0.0","0.0","sa658283"
"Ryder Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".272",".346",".618",".268","","68","0.0","0.0","","0.0","0.0","0.0","sa737617"
"Evan Marzilli","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".291",".311",".603",".268","","58","0.0","0.0","","-0.1","0.0","0.0","sa621523"
"Taylor Ard","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".274",".342",".615",".268","","64","0.0","0.0","","0.0","0.0","0.0","sa550014"
"Levi Michael","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".290",".315",".604",".268","","62","0.0","0.0","","0.0","0.0","0.0","sa526207"
"Brad Boyer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".286",".325",".611",".268","","62","0.0","0.0","","0.0","0.0","0.0","sa327733"
"Zeke DeVoss","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".295",".301",".595",".268","","63","0.0","0.0","","0.0","0.0","0.0","sa503303"
"Ben Carhart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".273",".342",".615",".268","","63","0.0","0.0","","0.0","0.0","0.0","sa549450"
"Alfredo Escalera","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".279",".339",".618",".268","","61","0.0","0.0","","0.0","0.0","0.0","sa658111"
"Tim Locastro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".287",".321",".608",".268","","67","0.0","0.0","","0.0","0.0","0.0","sa738248"
"Adam Brett Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".254",".370",".624",".268","","63","0.0","0.0","","0.0","0.0","0.0","sa621791"
"Eudy Pina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".279",".335",".615",".268","","63","0.0","0.0","","0.0","0.0","0.0","sa506909"
"Issmael Salas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".279",".335",".614",".268","","-100","0.0","0.0","","0.0","0.0","","sa201344"
"Andrew Daniel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".288",".319",".606",".268","","68","0.0","0.0","","0.0","0.0","0.0","sa827358"
"Brian Van Kirk","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".291",".306",".597",".268","","62","0.0","0.0","","0.0","0.0","0.0","sa262432"
"Juan Perez","Giants","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".275",".344",".620",".268","","67","0.0","0.0","","0.0","0.0","0.0","5371"
"Daniel Paolini","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".282",".323",".606",".268","","67","0.0","0.0","","0.0","0.0","0.0","sa577980"
"Enrique Osorio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".288",".321",".609",".268","","-100","0.0","0.0","","0.0","0.0","","sa509128"
"Chih-Hsien Chiang","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".274",".343",".617",".268","","61","0.0","0.0","","0.0","0.0","0.0","sa328920"
"Andy Fermin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".276",".338",".614",".268","","62","0.0","0.0","","0.0","0.0","0.0","sa549520"
"Zach Vincej","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".289",".317",".606",".268","","61","0.0","0.0","","0.0","0.0","0.0","sa621790"
"Aaron Brown","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".272",".341",".613",".268","","63","0.0","0.0","","0.0","0.0","0.0","sa598306"
"Rashad Crawford","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".279",".331",".610",".268","","63","0.0","0.0","","0.0","0.0","0.0","sa658166"
"Nate Samson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".286",".321",".606",".268","","67","0.0","0.0","","0.0","0.0","0.0","sa331346"
"Michael Earley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".276",".337",".613",".268","","63","0.0","0.0","","0.0","0.0","0.0","sa549597"
"Tim Lopes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".291",".314",".605",".268","","62","0.0","0.0","","0.0","0.0","0.0","sa658008"
"Juan Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".279",".334",".613",".268","","61","0.0","0.0","","0.0","0.0","0.0","sa599306"
"Michael Suchy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".280",".327",".608",".268","","65","0.0","0.0","","0.0","0.0","0.0","sa829367"
"Beau Taylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".294",".304",".597",".268","","67","0.0","0.0","","0.0","0.0","0.0","sa577780"
"Shed Long","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".274",".338",".612",".268","","61","0.0","0.0","","0.0","0.0","0.0","sa738578"
"Chris O'Dowd","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".290",".311",".601",".268","","62","0.0","0.0","","0.0","0.0","0.0","sa503377"
"Kyle Tucker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".272",".343",".615",".268","","66","0.0","0.0","","0.0","0.0","0.0","sa874240"
"Tuffy Gosewisch","Mariners","12","44","41","9","2","0","1","4","4","3","9","0","0","0","",".223",".275",".339",".614",".268","","67","-0.1","0.2","","-1.8","1.0","0.1","5277"
"Brett Booth","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".271",".341",".612",".268","","66","0.0","0.0","","0.0","0.0","0.0","sa709013"
"Steve Lombardozzi","Marlins","6","25","24","6","1","0","0","2","2","1","3","0","0","0","",".252",".293",".314",".608",".268","","63","0.0","-0.1","","-1.2","0.0","0.0","5422"
"D'Arby Myers","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".279",".334",".612",".268","","68","0.0","0.0","","0.0","0.0","0.0","sa326716"
"Jeff Bianchi","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".291",".320",".610",".267","","58","0.0","0.0","","-0.1","0.0","0.0","9958"
"Trever Adams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".272",".342",".614",".267","","59","0.0","0.0","","0.0","0.0","0.0","sa546549"
"Gabriel Lino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".278",".331",".609",".267","","63","0.0","0.0","","0.0","0.0","0.0","sa548048"
"Jesus Sucre","Rays","11","43","40","10","2","0","1","4","4","2","8","0","1","0","",".241",".282",".328",".610",".267","","66","0.0","0.1","","-1.8","0.8","0.1","5942"
"Chan Jong Moon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".290",".313",".602",".267","","65","0.0","0.0","","0.0","0.0","0.0","sa550461"
"Reese McGuire","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".287",".320",".606",".267","","61","0.0","0.0","","0.0","0.0","0.0","sa737505"
"Kent Matthes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".267",".349",".616",".267","","67","0.0","0.0","","0.0","0.0","0.0","sa501246"
"Robert Kral","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".284",".313",".598",".267","","65","0.0","0.0","","0.0","0.0","0.0","sa526396"
"Anthony Gallas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".262",".355",".618",".267","","62","0.0","0.0","","0.0","0.0","0.0","sa549646"
"Kyle Kubitza","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".290",".312",".602",".267","","67","0.0","0.0","","0.0","0.0","0.0","12148"
"Adam Law","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".293",".308",".601",".267","","67","0.0","0.0","","0.0","0.0","0.0","sa738573"
"Bobby Crocker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".276",".333",".609",".267","","67","0.0","0.0","","0.0","0.0","0.0","sa577746"
"Eric Filia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".284",".322",".606",".267","","67","0.0","0.0","","0.0","0.0","0.0","sa827359"
"Zach Collier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".277",".331",".608",".267","","61","0.0","0.0","","0.0","0.0","0.0","sa454396"
"Tim Roberson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".273",".339",".612",".267","","58","0.0","0.0","","-0.1","0.0","0.0","sa546786"
"Brett Harper","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".266",".349",".615",".267","","-100","0.0","0.0","","0.0","0.0","","sa200434"
"Jacob Schrader","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".261",".356",".617",".267","","62","0.0","0.0","","0.0","0.0","0.0","sa707778"
"Juan Soto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".277",".339",".616",".267","","61","0.0","0.0","","0.0","0.0","0.0","sa906282"
"Eliseo Aldazaba","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".270",".342",".612",".267","","-100","0.0","0.0","","0.0","0.0","","sa509444"
"James Roberts","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".288",".315",".602",".267","","63","0.0","0.0","","0.0","0.0","0.0","sa550164"
"Vance Albitz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".279",".332",".611",".267","","67","0.0","0.0","","0.0","0.0","0.0","sa545433"
"Logan Moon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".280",".329",".609",".266","","60","0.0","0.0","","0.0","0.0","0.0","sa829029"
"Stephen Bruno","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".281",".326",".607",".266","","62","0.0","0.0","","0.0","0.0","0.0","sa502917"
"Buck Britton","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".279",".332",".611",".266","","61","0.0","0.0","","0.0","0.0","0.0","sa455619"
"Ryan Rieger","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".278",".329",".607",".266","","63","0.0","0.0","","0.0","0.0","0.0","sa546838"
"Jose Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".276",".336",".612",".266","","58","0.0","0.0","","-0.1","0.0","0.0","sa507166"
"Welington Dotel","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".269",".345",".615",".266","","-100","0.0","0.0","","0.0","0.0","","sa328836"
"Brandon Trinkwon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".293",".305",".597",".266","","66","0.0","0.0","","0.0","0.0","0.0","sa709596"
"Kes Carter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".276",".328",".605",".266","","65","0.0","0.0","","0.0","0.0","0.0","sa597800"
"Jaime Pedroza","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".285",".319",".604",".266","","-100","0.0","0.0","","0.0","0.0","","sa389397"
